15:47:27.933 : tid: MN0: Create (tid:32)
15:47:27.933 : tid: MN0: Debug ver [5.10.0.99999(00000000)]
15:47:27.933 : tid: MN0: Build date: [(Nov  1 2022) 15:38:56]
15:47:27.997 : tid:   1: _oneContact=1, maxContacts=1
15:47:27.998 : tid:   1: 0: TestType=2,  topBottom=24
15:47:28.4   : tid:   1: Exec {
15:47:28.6   : tid:   1:  Found 55 pairs
15:47:28.6   : tid:   1:  3D_object
15:47:28.7   : tid:   1:  triangle	(-86.910; 14.933; -39.937)	(-86.861; 14.933; -39.937)	(-86.861; 14.933; -34.688)
15:47:28.7   : tid:   1:  triangle	(-87.060; 15.597; -37.795)	(-87.060; 15.098; -37.795)	(-87.041; 15.098; -37.795)
15:47:28.7   : tid:   1:  triangle	(-86.861; 15.409; -34.688)	(-86.861; 14.933; -34.688)	(-86.861; 15.409; -39.937)
15:47:28.7   : tid:   1:  triangle	(-87.060; 15.597; -37.795)	(-87.060; 15.098; -37.795)	(-87.041; 15.098; -37.795)
15:47:28.7   : tid:   1:  triangle	(-86.861; 14.933; -39.937)	(-86.861; 15.409; -39.937)	(-86.861; 14.933; -34.688)
15:47:28.7   : tid:   1:  triangle	(-87.060; 15.597; -37.795)	(-87.060; 15.098; -37.795)	(-87.041; 15.098; -37.795)
15:47:28.7   : tid:   1:  triangle	(-86.910; 15.409; -34.688)	(-86.861; 15.409; -34.688)	(-86.861; 15.409; -39.937)
15:47:28.7   : tid:   1:  triangle	(-87.060; 15.597; -37.795)	(-87.060; 15.098; -37.795)	(-87.041; 15.098; -37.795)
15:47:28.8   : tid:   1:  triangle	(-86.861; 15.409; -39.937)	(-86.910; 15.409; -39.937)	(-86.910; 15.409; -34.688)
15:47:28.8   : tid:   1:  triangle	(-87.060; 15.597; -37.795)	(-87.060; 15.098; -37.795)	(-87.041; 15.098; -37.795)
15:47:28.8   : tid:   1:  triangle	(-86.910; 14.933; -39.937)	(-86.861; 14.933; -39.937)	(-86.861; 14.933; -34.688)
15:47:28.8   : tid:   1:  triangle	(-87.041; 15.098; -37.795)	(-87.041; 15.597; -37.795)	(-87.060; 15.597; -37.795)
15:47:28.8   : tid:   1:  triangle	(-86.861; 15.409; -34.688)	(-86.861; 14.933; -34.688)	(-86.861; 15.409; -39.937)
15:47:28.8   : tid:   1:  triangle	(-87.041; 15.098; -37.795)	(-87.041; 15.597; -37.795)	(-87.060; 15.597; -37.795)
15:47:28.8   : tid:   1:  triangle	(-86.861; 14.933; -39.937)	(-86.861; 15.409; -39.937)	(-86.861; 14.933; -34.688)
15:47:28.8   : tid:   1:  triangle	(-87.041; 15.098; -37.795)	(-87.041; 15.597; -37.795)	(-87.060; 15.597; -37.795)
15:47:28.8   : tid:   1:  triangle	(-86.910; 15.409; -34.688)	(-86.861; 15.409; -34.688)	(-86.861; 15.409; -39.937)
15:47:28.8   : tid:   1:  triangle	(-87.041; 15.098; -37.795)	(-87.041; 15.597; -37.795)	(-87.060; 15.597; -37.795)
15:47:28.8   : tid:   1:  triangle	(-86.861; 15.409; -39.937)	(-86.910; 15.409; -39.937)	(-86.910; 15.409; -34.688)
15:47:28.8   : tid:   1:  triangle	(-87.041; 15.098; -37.795)	(-87.041; 15.597; -37.795)	(-87.060; 15.597; -37.795)
15:47:28.8   : tid:   1:  triangle	(-91.565; 12.538; -34.688)	(-91.565; 12.063; -34.688)	(-91.565; 12.063; -39.937)
15:47:28.8   : tid:   1:  triangle	(-91.667; 12.485; -37.630)	(-91.667; 15.333; -37.630)	(-91.667; 12.485; -39.780)
15:47:28.8   : tid:   1:  triangle	(-91.565; 12.063; -39.937)	(-91.565; 12.538; -39.937)	(-91.565; 12.538; -34.688)
15:47:28.9   : tid:   1:  triangle	(-91.667; 12.485; -37.630)	(-91.667; 15.333; -37.630)	(-91.667; 12.485; -39.780)
15:47:28.9   : tid:   1:  triangle	(-90.673; 13.113; -34.688)	(-90.673; 12.637; -34.688)	(-90.624; 13.113; -34.688)
15:47:28.9   : tid:   1:  triangle	(-91.667; 12.485; -37.630)	(-91.667; 15.333; -37.630)	(-91.667; 12.485; -39.780)
15:47:28.9   : tid:   1:  triangle	(-91.565; 12.538; -34.688)	(-91.565; 12.063; -34.688)	(-91.565; 12.063; -39.937)
15:47:28.9   : tid:   1:  triangle	(-91.667; 15.333; -39.780)	(-91.667; 12.485; -39.780)	(-91.667; 15.333; -37.630)
15:47:28.9   : tid:   1:  triangle	(-91.565; 12.063; -39.937)	(-91.565; 12.538; -39.937)	(-91.565; 12.538; -34.688)
15:47:28.9   : tid:   1:  triangle	(-91.667; 15.333; -39.780)	(-91.667; 12.485; -39.780)	(-91.667; 15.333; -37.630)
15:47:28.9   : tid:   1:  triangle	(-90.673; 13.113; -34.688)	(-90.673; 12.637; -34.688)	(-90.624; 13.113; -34.688)
15:47:28.9   : tid:   1:  triangle	(-91.667; 15.333; -39.780)	(-91.667; 12.485; -39.780)	(-91.667; 15.333; -37.630)
15:47:28.9   : tid:   1:  triangle	(-91.565; 12.538; -34.688)	(-91.565; 12.063; -34.688)	(-91.565; 12.063; -39.937)
15:47:28.9   : tid:   1:  triangle	(-88.340; 12.485; -37.630)	(-91.667; 12.485; -37.630)	(-91.667; 12.485; -39.780)
15:47:28.9   : tid:   1:  triangle	(-91.565; 12.063; -39.937)	(-91.565; 12.538; -39.937)	(-91.565; 12.538; -34.688)
15:47:28.9   : tid:   1:  triangle	(-88.340; 12.485; -37.630)	(-91.667; 12.485; -37.630)	(-91.667; 12.485; -39.780)
15:47:28.9   : tid:   1:  end
15:47:28.9   : tid:   1:  3D_object
15:47:28.10  : tid:   1:  triangle	(-87.060; 15.597; -36.122)	(-87.060; 15.098; -36.122)	(-87.041; 15.098; -36.122)
15:47:28.10  : tid:   1:  triangle	(-86.910; 16.607; -38.265)	(-88.534; 16.607; -38.265)	(-88.534; 16.607; -36.360)
15:47:28.10  : tid:   1:  triangle	(-87.060; 15.597; -36.122)	(-87.060; 15.098; -36.122)	(-87.041; 15.098; -36.122)
15:47:28.10  : tid:   1:  triangle	(-88.534; 13.736; -36.360)	(-88.534; 16.607; -36.360)	(-88.534; 13.736; -38.265)
15:47:28.10  : tid:   1:  triangle	(-87.060; 15.597; -36.122)	(-87.060; 15.098; -36.122)	(-87.041; 15.098; -36.122)
15:47:28.10  : tid:   1:  triangle	(-88.534; 16.607; -38.265)	(-88.534; 13.736; -38.265)	(-88.534; 16.607; -36.360)
15:47:28.10  : tid:   1:  triangle	(-87.060; 15.597; -36.122)	(-87.060; 15.098; -36.122)	(-87.041; 15.098; -36.122)
15:47:28.10  : tid:   1:  triangle	(-86.910; 13.736; -36.360)	(-88.534; 13.736; -36.360)	(-88.534; 13.736; -38.265)
15:47:28.10  : tid:   1:  triangle	(-87.060; 15.597; -36.122)	(-87.060; 15.098; -36.122)	(-87.041; 15.098; -36.122)
15:47:28.11  : tid:   1:  triangle	(-88.534; 13.736; -38.265)	(-86.910; 13.736; -38.265)	(-86.910; 13.736; -36.360)
15:47:28.11  : tid:   1:  triangle	(-87.041; 15.098; -36.122)	(-87.041; 15.597; -36.122)	(-87.060; 15.597; -36.122)
15:47:28.11  : tid:   1:  triangle	(-86.910; 16.607; -38.265)	(-88.534; 16.607; -38.265)	(-88.534; 16.607; -36.360)
15:47:28.11  : tid:   1:  triangle	(-87.041; 15.098; -36.122)	(-87.041; 15.597; -36.122)	(-87.060; 15.597; -36.122)
15:47:28.11  : tid:   1:  triangle	(-88.534; 13.736; -36.360)	(-88.534; 16.607; -36.360)	(-88.534; 13.736; -38.265)
15:47:28.11  : tid:   1:  triangle	(-87.041; 15.098; -36.122)	(-87.041; 15.597; -36.122)	(-87.060; 15.597; -36.122)
15:47:28.11  : tid:   1:  triangle	(-88.534; 16.607; -38.265)	(-88.534; 13.736; -38.265)	(-88.534; 16.607; -36.360)
15:47:28.11  : tid:   1:  triangle	(-87.041; 15.098; -36.122)	(-87.041; 15.597; -36.122)	(-87.060; 15.597; -36.122)
15:47:28.11  : tid:   1:  triangle	(-86.910; 13.736; -36.360)	(-88.534; 13.736; -36.360)	(-88.534; 13.736; -38.265)
15:47:28.11  : tid:   1:  triangle	(-87.041; 15.098; -36.122)	(-87.041; 15.597; -36.122)	(-87.060; 15.597; -36.122)
15:47:28.11  : tid:   1:  triangle	(-88.534; 13.736; -38.265)	(-86.910; 13.736; -38.265)	(-86.910; 13.736; -36.360)
15:47:28.11  : tid:   1:  triangle	(-89.993; 14.158; -36.122)	(-89.993; 13.659; -36.122)	(-89.993; 14.158; -41.453)
15:47:28.11  : tid:   1:  triangle	(-93.238; 12.538; -36.360)	(-93.238; 12.063; -36.360)	(-93.238; 12.063; -38.265)
15:47:28.11  : tid:   1:  triangle	(-89.993; 14.158; -36.122)	(-89.993; 13.659; -36.122)	(-89.993; 14.158; -41.453)
15:47:28.11  : tid:   1:  triangle	(-93.238; 12.063; -38.265)	(-93.238; 12.538; -38.265)	(-93.238; 12.538; -36.360)
15:47:28.12  : tid:   1:  triangle	(-89.993; 14.158; -36.122)	(-89.993; 13.659; -36.122)	(-89.993; 14.158; -41.453)
15:47:28.12  : tid:   1:  triangle	(-90.673; 13.113; -36.361)	(-90.673; 12.637; -36.361)	(-90.624; 13.113; -36.361)
15:47:28.12  : tid:   1:  triangle	(-89.993; 13.659; -41.453)	(-89.993; 14.158; -41.453)	(-89.993; 13.659; -36.122)
15:47:28.12  : tid:   1:  triangle	(-93.238; 12.538; -36.360)	(-93.238; 12.063; -36.360)	(-93.238; 12.063; -38.265)
15:47:28.12  : tid:   1:  triangle	(-89.993; 13.659; -41.453)	(-89.993; 14.158; -41.453)	(-89.993; 13.659; -36.122)
15:47:28.12  : tid:   1:  triangle	(-93.238; 12.063; -38.265)	(-93.238; 12.538; -38.265)	(-93.238; 12.538; -36.360)
15:47:28.12  : tid:   1:  triangle	(-89.993; 13.659; -41.453)	(-89.993; 14.158; -41.453)	(-89.993; 13.659; -36.122)
15:47:28.12  : tid:   1:  triangle	(-90.673; 13.113; -36.361)	(-90.673; 12.637; -36.361)	(-90.624; 13.113; -36.361)
15:47:28.12  : tid:   1:  triangle	(-90.013; 14.158; -36.122)	(-89.993; 14.158; -36.122)	(-89.993; 14.158; -41.453)
15:47:28.12  : tid:   1:  triangle	(-93.238; 12.538; -36.360)	(-93.238; 12.063; -36.360)	(-93.238; 12.063; -38.265)
15:47:28.12  : tid:   1:  triangle	(-90.013; 14.158; -36.122)	(-89.993; 14.158; -36.122)	(-89.993; 14.158; -41.453)
15:47:28.12  : tid:   1:  triangle	(-93.238; 12.063; -38.265)	(-93.238; 12.538; -38.265)	(-93.238; 12.538; -36.360)
15:47:28.12  : tid:   1:  triangle	(-90.013; 14.158; -36.122)	(-89.993; 14.158; -36.122)	(-89.993; 14.158; -41.453)
