19:52:34.192 : tid: MN0: Create (tid:9052)
19:52:34.192 : tid: MN0: Debug ver [5.10.0.99999(00000000)]
19:52:34.192 : tid: MN0: Build date: [(Oct 28 2022) 19:49:11]
19:52:34.257 : tid:   1: _oneContact=1, maxContacts=1
19:52:34.258 : tid:   1: 0: TestType=4,  topBottom=24
19:52:34.264 : tid:   1: Exec {
19:52:34.265 : tid:   1:  Found 60 pairs
19:52:34.265 : tid:   1:  3D_object
19:52:34.266 : tid:   1:  triangle	(-147.565; 19.002; -110.065)	(-147.565; 19.199; -110.065)	(-147.959; 19.199; -110.065)
19:52:34.266 : tid:   1:  triangle	(-147.378; 9.508; -110.469)	(-147.378; 21.106; -110.469)	(-147.505; 9.508; -110.469)
19:52:34.266 : tid:   1:  triangle	(-147.959; 19.199; -110.065)	(-147.959; 19.002; -110.065)	(-147.565; 19.002; -110.065)
19:52:34.266 : tid:   1:  triangle	(-147.378; 9.508; -110.469)	(-147.378; 21.106; -110.469)	(-147.505; 9.508; -110.469)
19:52:34.267 : tid:   1:  triangle	(-147.565; 19.002; -110.065)	(-147.959; 19.002; -110.065)	(-147.565; 19.002; -114.871)
19:52:34.267 : tid:   1:  triangle	(-147.378; 9.508; -110.469)	(-147.378; 21.106; -110.469)	(-147.505; 9.508; -110.469)
19:52:34.267 : tid:   1:  triangle	(-147.565; 19.002; -110.065)	(-147.959; 19.002; -110.065)	(-147.565; 19.002; -114.871)
19:52:34.267 : tid:   1:  triangle	(-147.505; 9.508; -110.469)	(-147.378; 32.805; -110.469)	(-147.378; 9.508; -110.469)
19:52:34.267 : tid:   1:  triangle	(-147.959; 19.002; -110.065)	(-147.959; 19.199; -110.065)	(-147.959; 19.002; -114.871)
19:52:34.267 : tid:   1:  triangle	(-147.505; 9.508; -110.469)	(-173.965; 32.805; -110.469)	(-147.378; 32.805; -110.469)
19:52:34.267 : tid:   1:  triangle	(-147.959; 19.199; -114.871)	(-147.959; 19.002; -114.871)	(-147.959; 19.199; -110.065)
19:52:34.267 : tid:   1:  triangle	(-147.505; 9.508; -110.469)	(-173.965; 32.805; -110.469)	(-147.378; 32.805; -110.469)
19:52:34.267 : tid:   1:  triangle	(-147.565; 19.002; -110.065)	(-147.959; 19.002; -110.065)	(-147.565; 19.002; -114.871)
19:52:34.267 : tid:   1:  triangle	(-147.505; 9.508; -110.469)	(-173.965; 32.805; -110.469)	(-147.378; 32.805; -110.469)
19:52:34.267 : tid:   1:  triangle	(-147.959; 19.002; -110.065)	(-147.959; 19.199; -110.065)	(-147.959; 19.002; -114.871)
19:52:34.267 : tid:   1:  triangle	(-173.965; 32.805; -110.469)	(-147.505; 9.508; -110.469)	(-173.965; 9.508; -110.469)
19:52:34.267 : tid:   1:  triangle	(-147.959; 19.199; -114.871)	(-147.959; 19.002; -114.871)	(-147.959; 19.199; -110.065)
19:52:34.268 : tid:   1:  triangle	(-173.965; 32.805; -110.469)	(-147.505; 9.508; -110.469)	(-173.965; 9.508; -110.469)
19:52:34.268 : tid:   1:  triangle	(-147.565; 19.002; -110.065)	(-147.959; 19.002; -110.065)	(-147.565; 19.002; -114.871)
19:52:34.268 : tid:   1:  triangle	(-173.965; 32.805; -110.469)	(-147.505; 9.508; -110.469)	(-173.965; 9.508; -110.469)
19:52:34.268 : tid:   1:  triangle	(-147.565; 19.002; -110.065)	(-147.565; 19.199; -110.065)	(-147.959; 19.199; -110.065)
19:52:34.268 : tid:   1:  triangle	(-147.378; 21.106; -110.469)	(-173.965; 32.805; -110.469)	(-165.989; -1.321; -110.469)
19:52:34.268 : tid:   1:  triangle	(-147.959; 19.199; -110.065)	(-147.959; 19.002; -110.065)	(-147.565; 19.002; -110.065)
