14:21:04.554 : tid: MN0: Create (tid:16740)
14:21:04.554 : tid: MN0: Debug ver [5.10.0.99999(00000000)]
14:21:04.554 : tid: MN0: Build date: [(Oct 27 2022) 14:18:59]
14:21:04.613 : tid:   1: _oneContact=1, maxContacts=1
14:21:04.615 : tid:   1: 0: TestType=2,  topBottom=24
14:21:04.621 : tid:   1: Exec {
14:21:04.623 : tid:   1:  Found 82 pairs
14:21:04.624 : tid:   1:  3D_object
14:21:04.624 : tid:   1:  triangle	(-24.266; 21.975; -178.919)	(-23.861; 21.975; -178.861)	(-24.139; 21.975; -178.861)
14:21:04.624 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
14:21:04.624 : tid:   1:  triangle	(-23.861; 21.975; -178.861)	(-24.448; 21.975; -179.129)	(-24.487; 21.975; -179.263)
14:21:04.624 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
14:21:04.625 : tid:   1:  triangle	(-23.861; 21.975; -178.861)	(-24.487; 21.975; -179.263)	(-24.448; 21.975; -179.538)
14:21:04.625 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
14:21:04.625 : tid:   1:  triangle	(-24.266; 21.975; -178.919)	(-24.372; 21.975; -179.011)	(-23.861; 21.975; -178.861)
14:21:04.625 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
14:21:04.625 : tid:   1:  triangle	(-23.861; 21.975; -178.861)	(-24.448; 21.975; -179.538)	(-24.139; 21.975; -179.806)
14:21:04.625 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
14:21:04.625 : tid:   1:  end
14:21:04.625 : tid:   1:  3D_object
14:21:04.626 : tid:   1:  triangle	(-24.422; 20.183; -179.259)	(-24.320; 31.010; -179.181)	(-24.422; 31.010; -179.259)
14:21:04.626 : tid:   1:  triangle	(-23.997; 22.305; -179.169)	(-24.139; 22.303; -179.169)	(-24.164; 22.303; -179.169)
14:21:04.626 : tid:   1:  triangle	(-24.422; 20.183; -179.259)	(-24.320; 31.010; -179.181)	(-24.422; 31.010; -179.259)
14:21:04.626 : tid:   1:  triangle	(-23.997; 22.305; -179.169)	(-24.164; 22.303; -179.169)	(-24.164; 22.303; -179.263)
14:21:04.626 : tid:   1:  triangle	(-24.422; 20.183; -179.259)	(-24.320; 31.010; -179.181)	(-24.422; 31.010; -179.259)
14:21:04.626 : tid:   1:  triangle	(-23.997; 22.305; -179.169)	(-24.164; 22.303; -179.263)	(-24.164; 22.303; -179.498)
14:21:04.626 : tid:   1:  triangle	(-24.422; 20.183; -179.259)	(-24.320; 31.010; -179.181)	(-24.422; 31.010; -179.259)
14:21:04.626 : tid:   1:  triangle	(-24.164; 22.303; -179.169)	(-23.997; 22.305; -179.169)	(-24.164; 22.303; -179.169)
14:21:04.626 : tid:   1:  triangle	(-24.422; 20.183; -179.259)	(-24.320; 31.010; -179.181)	(-24.422; 31.010; -179.259)
14:21:04.626 : tid:   1:  triangle	(-23.997; 22.305; -179.169)	(-24.164; 22.303; -179.498)	(-24.139; 22.303; -179.498)
14:21:04.626 : tid:   1:  triangle	(-24.422; 20.183; -179.259)	(-24.320; 31.010; -179.181)	(-24.422; 31.010; -179.259)
14:21:04.626 : tid:   1:  triangle	(-23.997; 22.305; -179.169)	(-24.164; 22.303; -179.169)	(-24.164; 22.303; -179.169)
14:21:04.626 : tid:   1:  triangle	(-24.422; 20.183; -179.259)	(-24.320; 20.183; -179.181)	(-24.320; 31.010; -179.181)
14:21:04.626 : tid:   1:  triangle	(-23.997; 22.305; -179.169)	(-24.139; 22.303; -179.169)	(-24.164; 22.303; -179.169)
14:21:04.627 : tid:   1:  triangle	(-24.422; 20.183; -179.259)	(-24.320; 20.183; -179.181)	(-24.320; 31.010; -179.181)
14:21:04.627 : tid:   1:  triangle	(-23.997; 22.305; -179.169)	(-24.164; 22.303; -179.169)	(-24.164; 22.303; -179.263)
14:21:04.627 : tid:   1:  triangle	(-24.422; 20.183; -179.259)	(-24.320; 20.183; -179.181)	(-24.320; 31.010; -179.181)
14:21:04.627 : tid:   1:  triangle	(-23.997; 22.305; -179.169)	(-24.164; 22.303; -179.263)	(-24.164; 22.303; -179.498)
