17:06:18.16  : tid: MN0: Create (tid:28008)
17:06:18.19  : tid: MN0: Debug ver [5.13.0.99999(00000000)]
17:06:18.19  : tid: MN0: Build date: [(Feb 19 2024) 17:02:37]
17:06:18.19  : tid: MN0: cores: available: 16, utilized: 15
17:06:18.129 : tid:   1: ==========================================================
17:06:18.130 : tid:   1: New test: _oneContact=1, maxContacts=1
17:06:18.130 : tid:   1: maxPCNodeVerts=4000
17:06:18.130 : tid:   1: use pointcloud multithread
17:06:18.130 : tid:   1: ==========================================================
17:06:18.133 : tid:   1: 0: TestType='DirectBelow',  topBottom=8 CheckInside {
17:06:18.141 : tid:   1:  0 exec {
17:06:18.143 : tid:   1:   Found 72 pairs
17:06:18.143 : tid:   1:   3D_object	0
17:06:18.143 : tid:   1:   3D_object	1
17:06:18.146 : tid:   1:   triangle	(-23.487; 6.436; 7.147)	(-21.115; 0.000; 10.840)	(-21.115; 0.000; -2.284)	0
17:06:18.146 : tid:   1:   triangle	(-22.581; 1.693; -1.065)	(-22.581; 1.806; -1.130)	(-22.581; 1.675; -1.130)	1
17:06:18.146 : tid:   1:   triangle	(-23.487; 6.436; 7.147)	(-21.115; 0.000; 10.840)	(-21.115; 0.000; -2.284)	0
17:06:18.146 : tid:   1:   triangle	(-22.581; 1.806; -1.130)	(-22.581; 1.693; -1.065)	(-22.581; 1.741; -1.017)	1
17:06:18.146 : tid:   1:   triangle	(-23.487; 6.436; 7.147)	(-21.115; 0.000; 10.840)	(-21.115; 0.000; -2.284)	0
17:06:18.146 : tid:   1:   triangle	(-22.581; 1.741; -1.017)	(-22.581; 1.806; -0.999)	(-22.581; 1.806; -1.130)	1
17:06:18.146 : tid:   1:   triangle	(-23.487; 6.436; 7.147)	(-21.115; 0.000; 10.840)	(-21.115; 0.000; -2.284)	0
17:06:18.146 : tid:   1:   triangle	(-22.581; 1.806; -1.130)	(-22.581; 1.872; -1.017)	(-22.581; 1.920; -1.065)	1
17:06:18.146 : tid:   1:   triangle	(-23.487; 6.436; 7.147)	(-21.115; 0.000; 10.840)	(-21.115; 0.000; -2.284)	0
17:06:18.147 : tid:   1:   triangle	(-22.581; 1.872; -1.017)	(-22.581; 1.806; -1.130)	(-22.581; 1.806; -0.999)	1
17:06:18.147 : tid:   1:   triangle	(-23.487; 6.436; 7.147)	(-21.115; 0.000; 10.840)	(-21.115; 0.000; -2.284)	0
17:06:18.147 : tid:   1:   triangle	(-22.581; 1.920; -1.065)	(-22.581; 1.938; -1.130)	(-22.581; 1.806; -1.130)	1
17:06:18.147 : tid:   1:   triangle	(-27.020; 0.000; 1.325)	(-21.115; 0.000; -2.284)	(-21.115; 0.000; 10.840)	0
17:06:18.147 : tid:   1:   triangle	(-22.581; 1.693; -1.065)	(-22.581; 1.806; -1.130)	(-22.581; 1.675; -1.130)	1
17:06:18.147 : tid:   1:   triangle	(-27.020; 0.000; 1.325)	(-21.115; 0.000; -2.284)	(-21.115; 0.000; 10.840)	0
17:06:18.147 : tid:   1:   triangle	(-22.581; 1.806; -1.130)	(-22.581; 1.693; -1.065)	(-22.581; 1.741; -1.017)	1
17:06:18.147 : tid:   1:   triangle	(-27.020; 0.000; 1.325)	(-21.115; 0.000; -2.284)	(-21.115; 0.000; 10.840)	0
17:06:18.147 : tid:   1:   triangle	(-22.581; 1.741; -1.017)	(-22.581; 1.806; -0.999)	(-22.581; 1.806; -1.130)	1
17:06:18.147 : tid:   1:   triangle	(-27.020; 0.000; 1.325)	(-21.115; 0.000; -2.284)	(-21.115; 0.000; 10.840)	0
17:06:18.147 : tid:   1:   triangle	(-22.581; 1.806; -1.130)	(-22.581; 1.872; -1.017)	(-22.581; 1.920; -1.065)	1
