15:00:40.402 : tid: MN0: Create (tid:26532)
15:00:40.403 : tid: MN0: Debug ver [5.10.0.99999(00000000)]
15:00:40.403 : tid: MN0: Build date: [(Oct 27 2022) 14:49:11]
15:00:40.472 : tid:   1: _oneContact=1, maxContacts=1
15:00:40.473 : tid:   1: 0: TestType=2,  topBottom=24
15:00:40.479 : tid:   1: Exec {
15:00:40.481 : tid:   1:  Found 82 pairs
15:00:40.481 : tid:   1:  3D_object
15:00:40.482 : tid:   1:  triangle	(-24.266; 21.975; -178.919)	(-23.861; 21.975; -178.861)	(-24.139; 21.975; -178.861)
15:00:40.482 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
15:00:40.482 : tid:   1:  triangle	(-23.861; 21.975; -178.861)	(-24.448; 21.975; -179.129)	(-24.487; 21.975; -179.263)
15:00:40.482 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
15:00:40.482 : tid:   1:  triangle	(-23.861; 21.975; -178.861)	(-24.487; 21.975; -179.263)	(-24.448; 21.975; -179.538)
15:00:40.482 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
15:00:40.482 : tid:   1:  triangle	(-24.266; 21.975; -178.919)	(-24.372; 21.975; -179.011)	(-23.861; 21.975; -178.861)
15:00:40.482 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
15:00:40.483 : tid:   1:  triangle	(-23.861; 21.975; -178.861)	(-24.448; 21.975; -179.538)	(-24.139; 21.975; -179.806)
15:00:40.483 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
15:00:40.483 : tid:   1:  triangle	(-23.861; 21.975; -178.861)	(-24.372; 21.975; -179.011)	(-24.448; 21.975; -179.129)
15:00:40.483 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 30.682; -179.452)	(-24.223; 30.682; -179.520)
15:00:40.483 : tid:   1:  triangle	(-24.266; 21.975; -178.919)	(-23.861; 21.975; -178.861)	(-24.139; 21.975; -178.861)
15:00:40.483 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 20.510; -179.452)	(-24.116; 30.682; -179.452)
15:00:40.483 : tid:   1:  triangle	(-23.861; 21.975; -178.861)	(-24.448; 21.975; -179.129)	(-24.487; 21.975; -179.263)
15:00:40.483 : tid:   1:  triangle	(-24.223; 20.510; -179.520)	(-24.116; 20.510; -179.452)	(-24.116; 30.682; -179.452)
